id,product_name,description,price,rate,image_source,date,quanitity_unit,quantity_available,,category_id
69,"(Tặng tinh dầu) Túi Hạt Cà Phê Treo Xe Ô Tô, 
Tủ Quần Áo, Treo Trong Nhà, Tinh Dầu Treo Xe Ô Tô","Khử mùi xe ô tô tạo mùi thơm
Khử mùi tủ quần áo, phòng khách
Giảm thiểu hiện tượng say xe khi sử dụng trong cabin ô tô.
Tạo mùi thơm dễ chịu trong không gian kín, giúp tinh thần 
thư thái, sảng khoái, Giải toả căng thẳng mệt mỏi.
An toàn và thân thiện với môi trường, vượt trội hơn hẳn túi thơm 
sử dụng hóa chất có trên thị trường.
Là vật dụng trang trí độc đáo, dễ thương.

",65000,,"https://product.hstatic.net/200000163769
/product/tui_hat_ca_phe_treo_xe_d596861
1acb04144bf9482dc066cc113_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
70,"Bọc Vô Lăng Da, Bọc Tay Lái Ô Tô Chất Liệu Da 
Cao Cấp - Thấm Hút Mồ Hôi Tốt - Đủ Màu - 
Phù Hợp Tất Cả Loại Xe
","Bọc vô lăng có chất liệu da dày dặn, bền chắc, 
mềm mại và có tính đàn hồi tốt
Kích thước tiêu chuẩn: Đường kính bọc vô lăng 37 - 38cm, 
phù hợp với hầu hết các loại xe hơi hiện nay
Độ bám tay tốt, tính chân thật cao, thấm hút mồ hôi tốt, 
đảm bảo an toàn khi đi xe đường dài
Đường may tỉ mỉ, chắc chắn và dễ dàng tháo lắp
Bảo vệ vô lăng, tránh trầy xước, tác động của ánh nắng trực tiếp, 
tăng tính thẩm mỹ cho ô tô
Có nhiều màu sắc cho bạn lựa chọn",65000,,"https://product.hstatic.net/200000163769
/product/boc_vo_lang_da_5a289bb229e941
dba2c82e295c11f3bf_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
71,"BÌNH XỊT TẨY NHỰA ĐƯỜNG, 
BĂNG KEO FLAMINGO F012 450ML","Có tác dụng: Tẩy nhựa đường, băng keo. 
Tẩy các vết ố trên lốp, mâm xe, bề mặt sơn xe . 
Mang lại bề mặt sáng bóng như mới.
Dung tích bình: 450ml
Thương hiệu: Flamingo
",85000,,"https://product.hstatic.net/200000163769
/product/tay_nhua_duong__bang_keo_
flamingo_f012_a0b79ad839ad4adf9542
b34b9c574668_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
72,"Bình Xịt Tẩy Vệ Sinh Nội Thất Ô Tô, 
Nội Thất Gia Đình FLAMINGO F002","Tên: Bình xịt tẩy nội thất FLAMINGO F002.
Dung tích bình: 650ML.
Phần nắp chai của bình xịt tẩy Flamingo còn được 
thiết kế thêm 1 chiếc bàn chải tiện dụng.
Làm sáng nội thất ô tô, diệt khuẩn, đem lại mùi hương dễ chịu.
Sử dụng các thành phần an toàn tuyệt đối cho người dùng.
Dùng cho ô tô: Làm sạch da, nỉ, taplo, nội thất ô tô.
Dùng cho nhà: Làm sạch các thiết bị, nội thất gia đình.",49000,,"https://product.hstatic.net/200000163769
/product/4._xit_tay_ve_sinh_do_da_flami
ngo_f002_508f1d5ff87a42dcb8c6
5971d1c38205_master.jpg",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
73,"Rèm Che Nắng Kính Lái Ô Tô Tự Cuốn Cao Cấp","Che phủ toàn bộ kính lái ô tô.
Chất liệu vải  tráng nhôm xếp gấp rất gọn nhẹ, 
tự động thu gọn khi không sử dụng.
Chất liệu xe cao cấp, chịu được nắng và mưa.
Hạn chế sự hắt ánh nắng, tạo sự dịu mát trong xe và 
bảo vệ nội thất ít bị bạc màu.
Thích hợp các dòng xe 4 chỗ, 7 chỗ.
Thiết kế hiện đại, gọn gàng.
Kích thước: 65 * 130 (cm)

",155000,,"https://product.hstatic.net/200000163769
/product/rem_che_nang_kinh_lai_o_to_tu_
cuon_cao_cap_5_afdb8efe95df4629a0
56a6de81f75a51_master.jpg",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
74,"Máy Hút Bụi Mini Cầm Tay Ô Tô, Máy Hút Bụi 
Xe Hơi - Máy Hút Bụi Có Dây, 
Máy Hút Bụi Không Dây","Công nghệ lọc bụi bẩn 4 lớp, tạo không khí trong lành, 
thoải mái và dễ chịu hơn.
Máy hút bụi có thiết kế nhỏ gọn, cứng cáp với chất liệu 
nhựa ABS sơn đen bóng sang trọng.
Trang bị đèn LED để chiếu sáng các góc khuất trong xe.
Màng lọc ngăn cản mọi bụi bẩn kích thước nhỏ 
dễ dàng tháo lắp và vệ sinh.
Có chế độ sạc Pin tiện lợi
Có nhiều loại đầu ống hút cùng dây nguồn dài 5M.

",179000,,"https://product.hstatic.net/200000163769
/product/14._may_hut_bui_cam_tay_mini_
su_dung_tren_o_to_89c314df657f4185b93
b12c6765c24d1_master.png",,,,,16080802-db3f-4dc9-8965-3ddfdb6a676e
75,"Khay Đựng Đồ Cắm Khe Ghế Ô Tô, 
Khay Đựng Đồ Đa Năng Dùng Trên Xe Ô Tô
","Khay đựng đồ ô tô giúp bạn tận dụng hợp lý khoảng 
trống giữ hộp số và ghế trước để đựng đồ gọn gàng
Khay đựng đồ được chia ngăn khoa học, để đồ đạc, 
nước uống, điện thoại cực kì tiện ích
Chất liệu nhựa cứng cáp, không mùi, bền đẹp
Thiết kế chắc chắn, không bị xê dịch khi xe di chuyển
Phù hợp với tất cả các dòng xe
Khay đựng đồ ô tô có nhiều lựa chọn màu sắc (Đen - Be - Nâu), 
tùy thuộc sở thích và cá tính mỗi người dùng

",79000,,"https://product.hstatic.net/200000163769
/product/khay_dung_do_cam_khe_ghe_c
230fc65e1e645b1b56c183bbb3
0dc77_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
76,"Chổi Lau Bụi Nội Thất Xe Hơi Sợi Dầu, 
Cán Co Rút Tiện Lợi","Chất liệu sợi quang dầu polime tổng hợp chắc chắn, bền bỉ.
Cán chổi kim loại điều chỉnh được độ dài.
Đa tính năng: vệ sinh, lau chùi xe, đồ dùng trong nhà....
Tay cầm êm ái, chống trơn trượt.
Kiểu dáng hiện đại, ngọn nhẹ, tiện dụng.
Kích thước: 56x14x10 (dài x rộng x cao); Màu sắc: Xám.
Màu : Ghi xám
Sợi quang dầu Polime tổng hợp cao cấp, ĐỘ BỀN CAO
Tổng trọng lượng :400gram
Cán chổi kim loại điều chỉnh được độ dài có thể kéo dài hoặc 
thu gọn theo nhu cầu sử dụn, rất tiện lợi, giúp cho 
công việc lau chùi xe trở nên dễ dàng hơn.
Sử dụng được trong nhiều không gian khác nhau : 
vệ sinh, lau chùi xe, đồ dùng trong nhà.... 
Dùng để lau rửa vệ sinh xe
Với kích thước nhỏ gọn, tay cầm êm ái, chống trơn trượt, 
bạn có thể cất gọn trên xe và mang theo 
bất cứ đâu để sử dụng khi cần.

",69000,,"https://product.hstatic.net/200000163769
/product/10._choi_lau_bui_o_to_af5e61e1
54f0461c8733617bf5d2b1e4_master.jpg",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
77,Giá Đỡ Điện Thoại Kẹp Cửa Gió Ô tô,"Thiết kế tính năng khóa/ mở và điều chỉnh kích thước tự động.
Chất liệu nhựa cao cấp
Phù hợp với nhiều loại điện thoại khác nhau với 
kích thước màn hình từ 4″ đến 6.5″.
Thiết kế thông minh với 2 càng và phần chân đế 
ôm sát điện thoại,
giúp cố định điện thoại  chắc chắn khi xe di chuyển cả trên 
những địa hình phức tạp.
Công tắc và gắn chặt đế lên bề mặt tiếp xúc 
bằng công tắc áp suất và đế hút chân không.

",25000,,"https://product.hstatic.net/200000163769
/product/1._gia-do-dien-thoai-kep-cua-gio-
oto_6e9105f1001f40cd9c8d4260482
7d8d7_master.png",,,,,16080802-db3f-4dc9-8965-3ddfdb6a676e
78,"(Đủ Mẫu) Giá Đỡ Điện Thoại, Kẹp Điện Thoại Xoay 
360 Dùng Trong Xe Ôtô Chắc Chắn Kiểu 
Giáng Sang Trọng Chuẩn Loại A1","Thiết kế nhỏ gọn, tinh xảo phù hợp với hầu hầu hết các 
dòng Smartphone trên thị trường.
Có thể kéo dài thu ngắn, xoay đủ tư thế 
360 độ cho vừa tầm mắt nhất.
Phần đế được thiết kế hút chân không cực kỳ chắc chắn, 
có thể tháo rời khi ko dùng đến.
Kẹp có tấm đệm lót mềm đảm bảo điện thoại không bị rơi, 
rung động khi xe di chuyển.
Có thể kẹp các thiết bị khác như: thiết bị định vị GPS; 
camera hành trình.

",69000,,"https://product.hstatic.net/200000163769
/product/s2bf291804a774bfdbeb66d3ce4
2b7d6ew.jpg_720x720q80_9d1d2e968e4b4
f1a881f7d2e1bc4e96b_master.jpg",,,,,16080802-db3f-4dc9-8965-3ddfdb6a676e
79,"(Đủ Mẫu) Bảng Ghi Số Điện Thoại Ô Tô Khi Dừng 
Đỗ - Thẻ Ghi Số Điện Thoại Ô Tô Khi Dừng Đỗ
","Giúp bạn có thể dễ dàng để lại số điện thoại của mình trên ô tô.
Có thể thay đổi số điện thoại khi bạn đổi số.
Nhỏ gọn, không gây ảnh hưởng đến tầm nhìn.
Màu sắc của chữ số nổi bật
Có thể hiện hay ẩn số điện thoại khi không cần thiết.
Mặt sau được cố định bằng băng dính 2 mặt cực 
chắc chắn để gắn trên mặt taplo.

",15000,,"https://product.hstatic.net/200000163769
/product/bang_ghi_so_dien_thoai_95a5bb
c91a014768b7137212dd9ad6f9_master.png",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
80,"(Đủ Mẫu) Gương Cầu Lồi Gắn Kính Hậu 
Ô tô Xoay 360 Xóa Điểm Mù","Giúp tăng khả năng quan sát xóa điểm mù mà gương 
chiếu hậu không quan sát được.
Có thể điều chỉnh xoay đổi góc nghiêng 360 độ cho 
phù hợp với mục đích quan sát.
An toàn hơn khi lái xe.
Kích Thước :5.0 (cm).
Trọng Lượng :48g.
Chất liệu :Thủy tinh TRÁNG GƯƠNG cao cấp

",39000,,"https://product.hstatic.net/200000163769
/product/guong_cau_loi_gan_kinh_chieu_
hau_03afe02176a944d0bcbc740a5d4c93
9d_master.png",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
81,"Bạt Phủ Nửa Xe Ô Tô, Bạt Che Nóc Xe Hơi 3 
Lớp Chống Nóng, Chống Xước, Chống
","Mặt ngoài là lớp vải tráng PECA chịu nhiệt, chống thấm, dai & 
chắc giúp chống nắng, chống thấm nước, 
chống bám bụi hiệu quả.
Lớp trong PECA lót bông mềm mại không làm trầy xước 
khi chà xát với sơn xe.
Bạt thiết kế có TAI GƯƠNG, bo chun 2 đầu cùng các dây đai, 
an toàn giúp bạt luôn ôm sát vào thân xe.
Các dải PHẢN QUANG giúp có thể nhận thấy 
xe của bạn trong đêm.
Có khả năng giảm nhiệt độ cho ô tô từ 20 – 30 độ C 
so với khi không phủ bạt.

",229000,,"https://product.hstatic.net/200000163769
/product/bat_phu_nua_xe_o_to_a4d796b81
3b545f2b8ae0b69aa81dd19_master.png",,,,,149a401d-01ed-4138-a4dc-731cf6836060
82,Ô Che Nắng Kính Lái Xe Ô Tô Cao Cấp,"Thiết kế hình dạng chiếc ô dễ hàng đóng mở, gập gọn.
Kích thước: 80cm * 140cm - thích hợp cho hầu hết 
các mẫu xe trên thị trường.
Chiều dài tay cầm ô: cỡ lớn (thu gọn 32cm mở rộng 40cm).
Cán ô và 10 thanh nan làm từ thép sơn tĩnh điện, 
chống đỡ mạnh mẽ.
NGĂN CHẶN 99% TIA CỰC TÍM. Thiết kế cấu trúc võng xuống 
và lớp phủ bạc titan tạo nên hiệu ứng phản xạ 
lại tia tử ngoại và nhiệt.
Có 2 lớp nhôm phản quang và vải dù đen có thể sử dụng 
2 chức năng trong 1: vừa là tấm che nắng xe hơi, 
vừa là ô che nắng mưa thông thường. Chống thấm nước 100%

",159000,,"https://product.hstatic.net/200000163769
/product/8._o_che_nang_kinh_lai_o_to_9153
c67f7e0b4348b931f82e09deb81b_master.jpg",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
83,"TẤM CHẮN NẮNG XE Ô TÔ - CHE NẮNG 
KÍNH LÁI CHẤT LIỆU XỐP PHỦ BẠC
","Cấu tạo xốp 3D chắn nắng, chống tia UV, tia cực tím.
Chất liệu giấy nhôm 3D chống nóng và cách nhiệt tối ưu cho xe.
Không thấm nước.
Siêu bền, thoải mái sử dụng và co giãn không lo bị rách, xước, 
rất dễ gấp lại cất khi không sử dụng.
Kích thước: 130x60 (cm) - phủ kín kính lái, phù hợp mọi loại xe.
Có giác hút cao su cố định với mặt kính và dây treo.",49000,,"https://product.hstatic.net/200000163769
/product/chan_nang_kinh_lai_ben_trong_2
b01bf88bef043c998762cbbd510dae
7_master.png",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
84,"Phụ Gia Pha Dầu Làm Sạch Buồng Đốt Động 
Cơ Xe 
Diesel - MEGA DAYA DIESEL CONDITIONER - 
170 Ml
","Giúp làm sạch hệ thống dẫn và phun nhiên liệu, bộ lọc, 
bơm cao áp, kim phun, buồng đốt động cơ.
Giúp đốt cháy triệt để hoàn toàn nhiên liệu.
Giảm khói đen từ ống xả khí thải.
Giảm ma sát và tăng cường sức mạnh động cơ.
Giảm tiêu hao nhiên liệu.
Sử dụng được với tất cả các loại nhiên liệu dầu Diesel 
và dầu Diesel sinh học.

",195000,,"https://product.hstatic.net/200000163769
/product/80ad21aa98618a9544ed0c6faa05
c91c_6b91064599724a40b8dec1bc6fab2
ccf_master.jpg",,,,,6c0733f6-3439-4386-a64f-ebe34d04eead
85,"Phụ Gia Vệ Sinh Buồng Đốt Xe Máy Mega 
Daya Benzene Fuel 
Conditioner For Motorcycle (60ml)
","Giúp làm sạch hệ thống phun xăng , bộ chế hòa khí, 
buồng đốt và đầu kim phun.
Giúp làm tăng hiệu suất động cơ, động cơ hoạt động 
êm ái và mạnh mẽ hơn.
Giúp ngăn chặn và giảm sự tích tụ cặn bẩn trong buồng đốt , 
đỉnh Piston, nắp xupap.
Giúp đốt cháy triệt để, giảm khí thải ô nhiễm.
Giảm hao phí nhiên liệu.
Giảm độ ma sát đối với động cơ sử dụng xăng sinh học E5.
Sử dụng được với xăng A92, A95 và xăng sinh học E5.

",65000,,"https://product.hstatic.net/200000163769
/product/ve_sinh_buong_dot_thai_lan_nhap_
khau_2.u2409.d20170717.t161734.937173
_5f92f8771bf94906a9f7f0f91cecfa05
_master.jpg",,,,,6c0733f6-3439-4386-a64f-ebe34d04eead
86,"Phụ Gia Làm Sạch Buồng Đốt Xe Hơi 
Mega Daya Benzene Fuel Booster 120ml
","Giúp làm sạch hệ thống phun xăng, kim phun , 
buồng đốt động cơ.
Giúp làm tăng hiệu suất động cơ , 
động cơ hoạt động êm ái và mạnh mẽ hơn.
Giúp ngăn chặn và giảm sự tích tụ cặn bẩn.
Giúp động cơ chạy trơn tru hơn, đặc biệt khi khởi động nguội.
Phục hồi lại sức mạnh đã mất, giúp tiết kiệm nhiên liệu.
Giảm độ ma sát đối với động cơ.
Sử dụng với xăng A92, A95 và xăng sinh học E5.

",185000,,"https://product.hstatic.net/200000163769
/product/1.u2409.d20170717.t172253.3935
77_3724dc45e5c14127bfe463519eb2
520f_master.jpg",,,,,6c0733f6-3439-4386-a64f-ebe34d04eead
87,"BẠT PHỦ Ô TÔ VẢI DÙ OXFORD CHE NẮNG, 
CHỐNG NÓNG, CHỐNG XƯỚC, 
CHỐNG MƯA CAO CẤP
","Bạt Phủ Ô Tô được làm từ chất liệu vải dù 
Polyester Oxford Fabric bọc tráng nhôm.
Được cấu tạo từ 3 lớp chất liệu cao cấp
Mặt ngoài Bạt Che Ô Tô là lớp vải dù Oxford 
tráng bạc chịu nhiệt, chống thấm, dai & chắc.
Lớp trong lót bông mềm mại không làm trầy xước 
khi chà xát với sơn xe.
Thiết kế có tai gương, Bạt Phủ Ô Tô có bo chun ở các góc, 
giúp cố định 2 đầu cùng các dây đai.
Khóa kéo ở cửa tiện lợi, có thể mở cửa xe ô tô khi 
cần thiết mà không cần phải tháo bạt ra.
Phù hợp với tất cả các dòng xe 4 đến 7 chỗ.

Nắng nóng là tác nhân gây hại lớn nhất đến chiếc ô tô của bạn. 
Nắng nóng ảnh hưởng trực tiếp đến lớp sơn xe, làm hỏng taplo. 
Không những thế, ánh nắng còn khiến nội thất và 
đồ điện tử nhanh xuống cấp.
Việc thường xuyên phải đỗ xe ở ngoài trời hay kể cả trong 
gara đều là những nguyên nhân tàn phá chiếc xe hơi của
 bạn một cách nhanh nhất. 
Tất nhiên, những điều này là không ai mong muốn xảy ra với 
xế yêu của mình. Vì vậy việc có trong tay một chiếc BẠT PHỦ 
Ô TÔ VẢI DÙ OXFORD CHE NẮNG, CHỐNG NÓNG, CHỐNG 
XƯỚC, CHỐNG MƯA CAO CẤP là điều cần thiết cho 
chiếc xế yêu của bạn.


",359000,,"https://product.hstatic.net/200000163769
/product
/bat_phu_o_to_3_lop_vai_du_oxford_2849c7
148b5147ac9431e2ab4163e4e8_master.png",,,,,149a401d-01ed-4138-a4dc-731cf6836060
88,TẤM LƯỚI TỰA LƯNG GHẾ Ô TÔ HẠT GỖ,"Chất liệu : Thép bọc lưới hạt gỗ.
Kích thước: 39cm x 41cm.
Có tính đàn hồi, chịu lực, thoáng khí giảm nóng 
khi ngồi trên ô tô
Tạo dáng ngồi thẳng ngay ngắn và thoải mái.
Giúp giảm căng thẳng, nhức mỏi phần lưng cổ.
Phù hợp với ghế ngồi văn phòng, ngồi tại nhà, ngồi học.

",89000,,"https://product.hstatic.net/200000163769
/product/tua_lung_hat_go_0eb0dee5299d4a
a7bb863b2881ec66fe_master.png",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
89,"Bộ 4 Tấm Che Nắng Ô Tô - Tấm Chắn Nắng Ô Tô, 
Hút Kính Chân Không Chắc Chắn, 
Tráng Nhôm Cách Nhiệt Phản Quang
","Chất liệu: Xốp cách nhiệt tráng bạc dày dặn.
Kích thước (cm):  42 x 38.
Có núm hút cố định chắc chắn tấm chắn nắng.
Lớp tráng bạc sẽ giúp phản chiếu lại các tia cực tím.
Giúp làm giảm nhiệt độ hấp thụ vào bên trong xe.
Chống lóa mắt và khó chịu khi ngồi trong xe dưới trời nắng.
",29000,,"https://product.hstatic.net/200000163769
/product/6._tam_chan_nang_tron_xop_8b
e2cb1d2d1747ac9ac1734dd249d616_
master.jpeg",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
90,"TẤM CHẮN NẮNG, CHỐNG NẮNG NGOÀI KÍNH 
LÁI Ô TÔ 3 LỚP, TRÁNG BẠC","Kích thước 144,5 x 101cm, cấu tạo 3 lớp
Lớp ngoài chất liệu 3D tráng nhôm phản quang, 
chắn nắng cực kỳ hiệu quả.
Bông có tác dụng giảm nhiệt do ánh nắng.
Vải nỉ đen mềm giúp giảm ma sát lên kính.
Cản nắng và không hấp thụ nhiệt giúp bảo vệ nội thất xe, 
đặc biệt là taplo xe.
Giúp giảm nhiệt hiệu quả, giảm chi phí tiêu thụ năng lượng 
khi mở điều hòa, chạy máy làm mát.

",89000,,"https://product.hstatic.net/200000163769
/product/_chan_nang_kinh_lai_o_to_b10
bdef73a6a4f9a909c267066408f6f_master.png",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
91,"CHAI XỊT CHỐNG CHUỘT Ô TÔ CHÍNH HÃNG 
3M RODENT REPELLANT COATING","Hàng chính hãng có VAT
Hiệu quả 100% ở tất cả các vị trí xe
Công dụng kéo dài đến 6 tháng
Ứng dụng các vị trí trên xe: khoang máy, gầm, hốc bánh, cốp xe
3M là tên viết tắt của Công ty Sản xuất và Khai khoáng Minnesota 
(Minnesota Mining and Manufacturing Company). Thành lập từ 
năm 1902 tại Mỹ, 3M hoạt động trong nhiều lĩnh vực khác nhau 
như hàng tiêu dùng, văn phòng phẩm, điện, viễn thông, 
sản phẩm công nghiệp, sản phẩm phục vụ trong ngành vận tải, 
chăm sóc sức khỏe và bảo hộ lao động. Với 
hơn 55,000 thành phẩm được phân phối rộng rãi trên 
200 quốc gia, 3M luôn sẵn sàng đưa ra các giải pháp theo 
yêu cầu khách hàng, góp phần bảo vệ sức khỏe và cuộc sống 
người lao động.Chai xịt chống chuột 
3M Rodent Repellant Coating 250g và Chitian:

",280000,,"https://product.hstatic.net/200000163769
/product/anh1_d451dfc670cf40079ad57
a8680d06fc4_master.png",,,,,e89798f5-c584-43e4-b288-7ef01073a09a
92,"Bộ 2 Móc Treo Đồ Sau Ghế Ô Tô, 
Móc Treo Đồ Chữ S Gài Ghế Ô Tô","Có thể chịu được sức nặng đến 8kg.
Làm từ chất liệu nhựa ABS rất chắc chắn, có độ bền cao.
Dễ dàng lắp đặt, tháo lắp trong 30s, không cần 
phải tháo rời ghế tựa đầu.
Phù hợp với hầu hết các dòng xe hiện nay.
Thiết kế nhỏ gọn, đẹp mắt và có thể gấp gọn khi không sử dụng.
Kích thước: 218 x70 x33 (mm); trọng lượng: 120g.
Tăng mỹ quan và tính năng sử dụng trên xe.
Tên sản phẩm: Bộ 02 Móc treo đồ gài trên ghế ô tô
Chất liệu: Nhựa ABS - Chắc chắn, có độ bền ca
Kích thước: 218 x 70 x 33 (mm)
Trọng lượng: 120g
Thiết kế nhỏ gọn,có thể gấp gọn khi không sử dụng
Khả năng chịu lực: 10kg 
Công dụng: Dùng để treo đồ dùng trên ô tô


",39000,,"https://product.hstatic.net/200000163769
/product/9._moc_treo_do_sau_ghe_o_to_
10a1d49c0abc452a919ac3415e232808_
master.jpg",,,,,85bc4456-9b62-4f79-b101-b9068446e36e
93,"Tẩu Sạc Ô Tô, Xe Hơi HYUNDAI HY10, 
Tẩu Sạc Nhanh Ô Tô Có 3 Cổng USB, 
1 Tẩu Sạc, Điện Áp 4.8A","Nhỏ gọn, tiện lợi
Có thể cắm điện 12V trên xe con cũng như điện 24V 
trên xe tải lớn.
Có 3 cổng USB: Sạc nhanh Quick 3.0 với điện áp 
3.1A lớn hiện nay
Có 1 cổng tẩu chia ra giúp bạn cắm các thiết bị 
như camera, hút bụi, lọc không khí,..
Có đèn LED theo dõi điện áp Ắc-quy xe 
và dòng sạc thiết bị
Thích hợp mọi loại xe

",199000,,"https://product.hstatic.net/200000163769
/product/1._tau_sac_nhanh_hyundai_hy10
_2ad1ea0237014b90bcdb4242888ab5f4
_master.png",,,,,16080802-db3f-4dc9-8965-3ddfdb6a676e
94,"Bơm Lốp Ô Tô AIKESI, Bơm Hơi Ô Tô 
Điện Tử Tự Động Ngắt AIKESI","Thiết kế nhỏ gọn, tính di động cao.
Có cảm biến áp suất hơi, khi cài đặt số cân bơm 
sẽ tự ngắt khi đủ cân
Tích hợp tẩu sạc 3mét đảm bảo bơm đủ 4 bánh, 
điện áp 12V, Công suất: 120W. 
Bơm đa năng dùng để bơm lốp ô tô, xe máy, xe đạp, 
nệm hơi đều rất phù hợp và đơn giản.
Lưu lượng áp suất không khí: 35L/phút.
Kích thước (cm): 19,8  x 16,4 x 8 
Bảo hành: 06 tháng
",399000,,"https://product.hstatic.net/200000163769
/product/13._bom_lop_o_to_aikesi_9dc
053305c484353a0f0406371c50237
_master.jpg",,,,,16080802-db3f-4dc9-8965-3ddfdb6a676e
95,"BẠT PHỦ Ô TÔ 3 LỚP CHỐNG XƯỚC, 
CHỐNG NẮNG, CHỐNG CHÁY CHO Ô TÔ
","Thiết kế 3 lớp cao cấp, tráng nhôm cách nhiệt, 
chống nắng, chống nước
Mặt ngoài là lớp vải tráng PECA chịu nhiệt, 
chống nắng, chống thấm nước, chống bám bụi hiệu quả
Lớp trong PECA lót bông mềm mại không làm 
trầy xước khi chà xát với sơn xe
Có khả năng giảm nhiệt độ cho ô tô từ 20 – 30 độ C 
so với khi không phủ bạt

",309000,,"https://product.hstatic.net/200000163769
/product/4._bat_phu_o_to_3_lop_38e84
9d6a9304432a834dbcfeb4edcf3_master.jpg",,,,,149a401d-01ed-4138-a4dc-731cf6836060
96,"GỐI TỰA LƯNG RUNG MASSAGE","Chế độ rung giúp massage vùng lưng, tạo cảm 
giác thoải mái cho người ngồi
Chất liệu bền đẹp, đảm bảo an toàn cho người sử dụng
Chất liệu : Mút cao su, Vải
Trọng lượng : 550 (g) Dài : 35 (cm) Rộng : 31 (cm) Cao : 10 (cm)
Màu sắc: Đen - Chỉ đỏ
Nguồn điện: 12V - Sử dụng tẩu sạc ô tô
Tên Sản Phẩm: Gối Tựa Lưng Rung Massage Chống Mỏi 
Lưng Dùng Cho Ô Tô Và Ghế Văn Phòng
Xuất xứ : Hồng Kông - Trung Quốc
Màu sắc : Đen - Đỏ
Chất liệu : Mút cao su, Vải
Trọng lượng : 550 (g) 
Kích thước: Dài : 35 (cm) Rộng : 31 (cm) Cao : 10 (cm)
Nguồn điện : 12 (V) -  Sử dụng trực tiếp tẩu sạc ô tô


",179000,,"https://product.hstatic.net/200000163769
/product/4bd1d740e8806fcdeb1531f5db2
76aa5_f72fa90cf60d449b98701b0022b90
064_master.jpg",,,,,1fa4ee2b-be04-4227-b82b-ed20f9fc2c3a
97,"Bộ Gối Tựa Đầu Và Gối Tựa Lưng Cao Su 
Non Cao Cấp Dùng Trên Ô Tô, Ghế Văn Phòng
","Vỏ gối bằng vải với 100% Cotton mát lạnh
Lõi gối bằng CAO SU NON cao cấp, có khả năng phục 
hồi và nhớ được vị trí thế ngồi của người tựa.
Kích thước: Tựa lưng: 46*40*12 (dài x rộng x cao); 
Gối Đầu 27*22*12cm (dài x rộng x cao).
Khả năng thoát khí và đàn hồi siêu tốt
Chống sốc,giúp làm giảm áp lực cột sống, giảm căng thẳng, 
Giúp lưu thông máu được dễ dàng hơn.
Phù hợp với tất cả các loại xe.

",89000,,"https://product.hstatic.net/200000163769
/product/6._bo_goi_tua_dau_lung_cao_su_
non_e7b645c8541f42ae820224fdfbf7f5
5b_master.jpg",,,,,85bc4456-9b62-4f79-b101-b9068446e36e